Original: get|permission , predicted 1st: get|permission
Original: is|point|in|triangle , predicted 1st: equals
Original: is|point|in|triangle , predicted 1st: 
Original: intersect|segment|plane , predicted 1st: 
Original: point|line|side , predicted 1st: get|line
Original: point|line|side , predicted 1st: get|x|line|y
Original: is|point|in|polygon , predicted 1st: 
Original: is|point|in|polygon , predicted 1st: get|nodes
Original: distance|line|point , predicted 1st: 
Original: distance|segment|point , predicted 1st: 
Original: distance|segment|point , predicted 1st: 
Original: nearest|segment|point , predicted 1st: 
Original: nearest|segment|point , predicted 1st: set
Original: intersect|segment|circle , predicted 1st: 
Original: intersect|segment|circle|displace , predicted 1st: 
Original: intersect|ray|ray , predicted 1st: 
Original: intersect|ray|plane , predicted 1st: 
Original: intersect|line|plane , predicted 1st: compare
Original: intersect|ray|triangle , predicted 1st: 
Original: intersect|ray|sphere , predicted 1st: 
Original: intersect|ray|bounds , predicted 1st: 
Original: intersect|ray|bounds|fast , predicted 1st: bounds
Original: intersect|ray|bounds|fast , predicted 1st: 
Original: intersect|ray|triangles , predicted 1st: 
Original: intersect|ray|triangles , predicted 1st: 
Original: intersect|ray|triangles , predicted 1st: 
Original: intersect|lines , predicted 1st: equals
Original: intersect|lines , predicted 1st: set
Original: intersect|line|polygon , predicted 1st: equals
Original: intersect|rectangles , predicted 1st: is
Original: intersect|segment|polygon , predicted 1st: equals
Original: intersect|segments , predicted 1st: equals
Original: intersect|segments , predicted 1st: 
Original: det , predicted 1st: float
Original: detd , predicted 1st: 
Original: overlaps , predicted 1st: 
Original: overlaps , predicted 1st: 
Original: overlaps , predicted 1st: 
Original: overlap|convex|polygons , predicted 1st: 
Original: overlap|convex|polygons , predicted 1st: 
Original: overlap|convex|polygons , predicted 1st: 
Original: overlap|convex|polygons , predicted 1st: 
Original: split|triangle , predicted 1st: add|split
Original: split|edge , predicted 1st: do
Original: to|string , predicted 1st: to|string
Original: set|side , predicted 1st: set|current
Original: get|side , predicted 1st: is|current
Original: add , predicted 1st: 
Original: reset , predicted 1st: reset
Original: set|value , predicted 1st: set|value
Original: set|one|model|selection|required , predicted 1st: set|selected|selected|model
Original: set|multiple|selection|allowed , predicted 1st: set|is|selection|selection
Original: set|excluded|templates , predicted 1st: set|excluded|templates
Original: set|loaded|templates , predicted 1st: remove|all
Original: get|template|name , predicted 1st: get|template|name
Original: reload|templates , predicted 1st: set|active|templates
Original: initialize|components , predicted 1st: create
Original: get|column|class , predicted 1st: get|column|class
Original: get|preferred|scrollable|viewport|size , predicted 1st: get|preferred|size
Original: table|changed , predicted 1st: table|created
Original: template|checked , predicted 1st: set|selected
Original: on|resource|loaded , predicted 1st: set|selected
Original: create , predicted 1st: create
Original: render , predicted 1st: run
Original: dispose , predicted 1st: dispose|resources
Original: needs|gl , predicted 1st: is
Original: resume , predicted 1st: foo
Original: resize , predicted 1st: set|width
Original: pause , predicted 1st: foo
Original: create , predicted 1st: init
Original: render , predicted 1st: test
Original: create , predicted 1st: init
Original: render , predicted 1st: test
Original: dispose , predicted 1st: dispose|resources
Original: is|flip|horizontally , predicted 1st: is
Original: set|flip|horizontally , predicted 1st: set
Original: is|flip|vertically , predicted 1st: is
Original: set|flip|vertically , predicted 1st: set
Original: get|tile , predicted 1st: get
Original: set|tile , predicted 1st: set
Original: create , predicted 1st: init
Original: render , predicted 1st: test
Original: dispose , predicted 1st: dispose|resources
Original: create , predicted 1st: init
Original: error , predicted 1st: on|failure
Original: render , predicted 1st: run
Original: get|num|rows , predicted 1st: get|num|num|rows
Original: get|num|cols , predicted 1st: get|num
Original: get|location , predicted 1st: get|image
Original: compile|shaders , predicted 1st: 
Original: load|shader , predicted 1st: get
Original: create|program , predicted 1st: get
Original: link|program , predicted 1st: get
Original: get|log , predicted 1st: get|log
Original: is|compiled , predicted 1st: is|compiled
Original: fetch|attribute|location , predicted 1st: get|location
Original: fetch|uniform|location , predicted 1st: fetch|location
Original: fetch|uniform|location , predicted 1st: get|location
Original: set|uniformi , predicted 1st: 
Original: set|uniformi , predicted 1st: 
Original: set|uniformi , predicted 1st: set
Original: set|uniformi , predicted 1st: 
Original: set|uniformi , predicted 1st: set
Original: set|uniformi , predicted 1st: set
Original: set|uniformi , predicted 1st: set
Original: set|uniformi , predicted 1st: set
Original: set|uniformf , predicted 1st: 
Original: set|uniformf , predicted 1st: 
Original: set|uniformf , predicted 1st: set
Original: set|uniformf , predicted 1st: 
Original: set|uniformf , predicted 1st: set|float
Original: set|uniformf , predicted 1st: set|float
Original: set|uniformf , predicted 1st: set|float
Original: set|uniformf , predicted 1st: set|float
Original: set|uniform|fv , predicted 1st: 
Original: set|uniform|fv , predicted 1st: 
Original: set|uniform|fv , predicted 1st: 
Original: set|uniform|fv , predicted 1st: 
Original: set|uniform|fv , predicted 1st: 
Original: set|uniform|fv , predicted 1st: 
Original: set|uniform|fv , predicted 1st: 
Original: set|uniform|fv , predicted 1st: 
Original: set|uniform|matrix , predicted 1st: set
Original: set|uniform|matrix , predicted 1st: 
Original: set|uniform|matrix , predicted 1st: set
Original: set|uniform|matrix , predicted 1st: 
Original: set|uniform|matrix , predicted 1st: set
Original: set|uniform|matrix , predicted 1st: 
Original: set|uniform|matrix , predicted 1st: set
Original: set|uniform|matrix , predicted 1st: 
Original: set|uniform|matrix|fv , predicted 1st: 
Original: set|uniform|matrix|fv , predicted 1st: 
Original: set|uniform|matrix|fv , predicted 1st: 
Original: set|uniform|matrix|fv , predicted 1st: set
Original: set|uniformf , predicted 1st: set
Original: set|uniformf , predicted 1st: set
Original: set|uniformf , predicted 1st: set
Original: set|uniformf , predicted 1st: set
Original: set|uniformf , predicted 1st: set|values
Original: set|uniformf , predicted 1st: set|values
Original: set|vertex|attribute , predicted 1st: 
Original: set|vertex|attribute , predicted 1st: 
Original: set|vertex|attribute , predicted 1st: 
Original: set|vertex|attribute , predicted 1st: 
Original: begin , predicted 1st: test|check
Original: end , predicted 1st: test
Original: dispose , predicted 1st: 
Original: disable|vertex|attribute , predicted 1st: 
Original: disable|vertex|attribute , predicted 1st: 
Original: enable|vertex|attribute , predicted 1st: enable|attribute
Original: enable|vertex|attribute , predicted 1st: 
Original: check|managed , predicted 1st: source
Original: add|managed|shader , predicted 1st: add|managed|resources
Original: invalidate|all|shader|programs , predicted 1st: check|check
Original: clear|all|shader|programs , predicted 1st: remove|application
Original: get|managed|status , predicted 1st: get
Original: set|attributef , predicted 1st: set|float
Original: fetch|uniforms , predicted 1st: init
Original: fetch|attributes , predicted 1st: init|attribute
Original: has|attribute , predicted 1st: has|attribute
Original: get|attribute|type , predicted 1st: get|attribute|attribute
Original: get|attribute|location , predicted 1st: get|attribute
Original: get|attribute|size , predicted 1st: get|attribute|attribute
Original: has|uniform , predicted 1st: has
Original: get|uniform|type , predicted 1st: get
Original: get|uniform|location , predicted 1st: get
Original: get|uniform|size , predicted 1st: get
Original: get|attributes , predicted 1st: get|attribute|names
Original: get|uniforms , predicted 1st: get|names
Original: get|vertex|shader|source , predicted 1st: get|source
Original: get|fragment|shader|source , predicted 1st: get|source|fragment
Original: get|name , predicted 1st: get|name
Original: set|name , predicted 1st: set|name
Original: get|properties , predicted 1st: get|properties
Original: get|tile , predicted 1st: get
Original: iterator , predicted 1st: iterator
Original: put|tile , predicted 1st: add
Original: remove|tile , predicted 1st: remove
Original: size , predicted 1st: get|size
Original: create , predicted 1st: init
Original: render , predicted 1st: run
Original: dispose , predicted 1st: dispose|resources
Original: reset , predicted 1st: reset
Original: get|milliseconds , predicted 1st: to|float
Original: create , predicted 1st: run
Original: render , predicted 1st: run
Original: resize , predicted 1st: update
Original: dispose , predicted 1st: dispose|resources
Original: delegate , predicted 1st: 
Original: get|scale , predicted 1st: get|scale
Original: set|scale , predicted 1st: scale
Original: new|object , predicted 1st: get
Original: create , predicted 1st: run
Original: render , predicted 1st: run
Original: update|koala , predicted 1st: 
Original: is|touched , predicted 1st: is
Original: get|tiles , predicted 1st: 
Original: render|koala , predicted 1st: 
Original: dispose , predicted 1st: dispose|resources
Original: get|width , predicted 1st: get|width
Original: get|height , predicted 1st: get|height
Original: get|tile|width , predicted 1st: get|width
Original: get|tile|height , predicted 1st: get|height
Original: get|cell , predicted 1st: get
Original: set|cell , predicted 1st: 
Original: get|tile , predicted 1st: get
Original: set|tile , predicted 1st: set
Original: get|flip|horizontally , predicted 1st: is
Original: set|flip|horizontally , predicted 1st: set
Original: get|flip|vertically , predicted 1st: is
Original: set|flip|vertically , predicted 1st: set
Original: get|rotation , predicted 1st: get
Original: set|rotation , predicted 1st: set
Original: create , predicted 1st: schedule|timer
Original: run , predicted 1st: run
Original: nano|time , predicted 1st: get|time
Original: millis , predicted 1st: get|current|time
Original: nanos|to|millis , predicted 1st: 
Original: millis|to|nanos , predicted 1st: 
Original: time|since|nanos , predicted 1st: 
Original: time|since|millis , predicted 1st: 
Original: get|tile|set , predicted 1st: get
Original: get|tile|set , predicted 1st: get
Original: add|tile|set , predicted 1st: add
Original: remove|tile|set , predicted 1st: remove|index
Original: remove|tile|set , predicted 1st: remove
Original: get|tile , predicted 1st: get
Original: iterator , predicted 1st: iterator
Original: render , predicted 1st: do|in
Original: render|normal , predicted 1st: test
Original: render|sprites , predicted 1st: test
Original: create , predicted 1st: init|cache
Original: key|down , predicted 1st: test
Original: touch|up , predicted 1st: do
Original: dispose , predicted 1st: dispose|resources
Original: act , predicted 1st: 
Original: get|touchable , predicted 1st: get
Original: set|touchable , predicted 1st: set
Original: is , predicted 1st: is
Original: create|diffuse , predicted 1st: 
Original: create|diffuse , predicted 1st: create
Original: create|specular , predicted 1st: 
Original: create|specular , predicted 1st: create
Original: create|normal , predicted 1st: create
Original: create|normal , predicted 1st: create
Original: create|bump , predicted 1st: 
Original: create|bump , predicted 1st: create
Original: create|ambient , predicted 1st: 
Original: create|ambient , predicted 1st: create
Original: create|emissive , predicted 1st: 
Original: create|emissive , predicted 1st: create
Original: create|reflection , predicted 1st: create
Original: create|reflection , predicted 1st: create
Original: set , predicted 1st: set|region
Original: copy , predicted 1st: get|attribute
Original: hash|code , predicted 1st: hash|code
Original: compare|to , predicted 1st: compare
Original: create , predicted 1st: init|renderer
Original: render , predicted 1st: test
Original: resize , predicted 1st: set
Original: main , predicted 1st: main
Original: set|region , predicted 1st: set
Original: set|region , predicted 1st: set|height
Original: set|region , predicted 1st: set
Original: set|region , predicted 1st: add|region|region|region
Original: set|region , predicted 1st: set|region
Original: get|texture , predicted 1st: get
Original: set|texture , predicted 1st: set
Original: get|u , predicted 1st: get|u
Original: set|u , predicted 1st: 
Original: get|v , predicted 1st: get|v
Original: set|v , predicted 1st: 
Original: get|u , predicted 1st: get|u
Original: set|u , predicted 1st: 
Original: get|v , predicted 1st: get|v
Original: set|v , predicted 1st: 
Original: get|region|x , predicted 1st: get|width
Original: set|region|x , predicted 1st: set
Original: get|region|y , predicted 1st: get
Original: set|region|y , predicted 1st: set
Original: get|region|width , predicted 1st: get|region|width
Original: set|region|width , predicted 1st: set|width
Original: get|region|height , predicted 1st: get|region|height
Original: set|region|height , predicted 1st: set|height
Original: flip , predicted 1st: set
Original: is|flip|x , predicted 1st: is|u
Original: is|flip|y , predicted 1st: is
Original: scroll , predicted 1st: set
Original: split , predicted 1st: get
Original: split , predicted 1st: get|region
Original: draw , predicted 1st: draw
Original: get|color , predicted 1st: get|color
Original: tint , predicted 1st: set
Original: create , predicted 1st: init
Original: render , predicted 1st: run
Original: resize , predicted 1st: update
Original: dispose , predicted 1st: dispose|resources
Original: main , predicted 1st: main
Original: create , predicted 1st: test
Original: render , predicted 1st: paint
Original: resize , predicted 1st: update
Original: dispose , predicted 1st: dispose|resources
Original: load , predicted 1st: get
Original: load , predicted 1st: get
Original: to|string , predicted 1st: get|string
Original: initialize|components , predicted 1st: create|ui
Original: action|performed , predicted 1st: action|performed
Original: action|performed , predicted 1st: action|performed
Original: action|performed , predicted 1st: action|performed
Original: action|performed , predicted 1st: action|performed
Original: action|performed , predicted 1st: action|performed
Original: generate|regions , predicted 1st: add
Original: set|atlas , predicted 1st: show
Original: set|texture , predicted 1st: show
Original: show|generation|panel , predicted 1st: set
Original: load|async , predicted 1st: prepare
Original: load|sync , predicted 1st: get
Original: get|dependencies , predicted 1st: get|asset|descriptor
Original: create , predicted 1st: run
Original: render , predicted 1st: 
Original: did|accelerate , predicted 1st: 
Original: create , predicted 1st: do|close
Original: download , predicted 1st: read
Original: run , predicted 1st: run
Original: run , predicted 1st: reset
Original: render , predicted 1st: test
Original: create , predicted 1st: init
Original: render , predicted 1st: test
Original: mul , predicted 1st: 
Original: get|position , predicted 1st: get
Original: set|rotation , predicted 1st: 
Original: get|rotation , predicted 1st: 
Original: set|position , predicted 1st: set
Original: set , predicted 1st: set|filter
Original: set , predicted 1st: do|merge
Original: equals , predicted 1st: equals
Original: hash|code , predicted 1st: get
Original: compare|to , predicted 1st: compare|to
Original: left , predicted 1st: is
Original: left , predicted 1st: is|left
Original: right , predicted 1st: is
Original: right , predicted 1st: is|right|button
Original: middle , predicted 1st: is
Original: middle , predicted 1st: is
Original: shift , predicted 1st: is
Original: shift , predicted 1st: is
Original: ctrl , predicted 1st: is
Original: ctrl , predicted 1st: is
Original: alt , predicted 1st: is
Original: alt , predicted 1st: is
Original: create , predicted 1st: init
Original: render , predicted 1st: 
Original: dispose , predicted 1st: dispose|resources
Original: create , predicted 1st: test
Original: clicked , predicted 1st: input|event
Original: render , predicted 1st: paint
Original: resize , predicted 1st: update
Original: dispose , predicted 1st: dispose|resources
Original: act , predicted 1st: 
Original: get|manager , predicted 1st: get|manager
Original: get|container , predicted 1st: get|container
Original: set|actor , predicted 1st: set
Original: get|actor , predicted 1st: get
Original: set|instant , predicted 1st: set
Original: set|always , predicted 1st: set|always
Original: touch|down , predicted 1st: 
Original: mouse|moved , predicted 1st: input
Original: set|container|position , predicted 1st: to
Original: enter , predicted 1st: set
Original: exit , predicted 1st: handle|input
Original: hide , predicted 1st: hide
Original: main , predicted 1st: main
Original: mouse|clicked , predicted 1st: mouse|released
Original: is|inside|region , predicted 1st: is|region
Original: set|texture , predicted 1st: set
Original: get|texture , predicted 1st: get
Original: clear , predicted 1st: clear
Original: clear|selection , predicted 1st: run
Original: set|regions , predicted 1st: clear|regions
Original: swap , predicted 1st: add|region
Original: select , predicted 1st: set|region
Original: unselect , predicted 1st: set|region
Original: select|all , predicted 1st: run
Original: paint|component , predicted 1st: paint|component
Original: draw , predicted 1st: draw
Original: sync , predicted 1st: 
Original: initialise , predicted 1st: start|timer
Original: run , predicted 1st: run
Original: init , predicted 1st: set
Original: add , predicted 1st: set
Original: avg , predicted 1st: get|long
Original: dampen|for|low|res|ticker , predicted 1st: 
Original: create , predicted 1st: init
Original: render , predicted 1st: test
Original: create , predicted 1st: test
Original: dispose , predicted 1st: dispose
Original: touch|down , predicted 1st: create
Original: touch|up , predicted 1st: 
Original: touch|dragged , predicted 1st: 
Original: tap , predicted 1st: 
Original: add|ragdoll , predicted 1st: add
Original: create|capsule|model , predicted 1st: create
Original: reset , predicted 1st: set|state
Original: decode , predicted 1st: decode|char
Original: decode , predicted 1st: char
Original: get , predicted 1st: get|map
Original: get|initialized|array , predicted 1st: get
Original: run , predicted 1st: set|time
Original: run , predicted 1st: show|show|tooltip
Original: touch|down , predicted 1st: cancel
Original: enter , predicted 1st: show|tooltip
Original: hide , predicted 1st: hide
Original: show|action , predicted 1st: set|tooltip
Original: hide|action , predicted 1st: 
Original: hide|all , predicted 1st: hide
Original: instant , predicted 1st: run
Original: get|instance , predicted 1st: get|manager
Original: test|to|string , predicted 1st: test
Original: test|from|string , predicted 1st: test|string
Original: new|instance , predicted 1st: new|instance
Original: get|name , predicted 1st: get|name
Original: get|class|of|type , predicted 1st: get|class
Original: get|superclass , predicted 1st: get|type
Original: is|assignable|from , predicted 1st: is|primitive
Original: get|interfaces , predicted 1st: get|interfaces
Original: get|field , predicted 1st: find|by|name
Original: get|fields , predicted 1st: get|all|fields|fields
Original: get|declared|fields , predicted 1st: get|fields
Original: get|method , predicted 1st: find|method
Original: get|methods , predicted 1st: get|all|methods
Original: get|declared|methods , predicted 1st: get|methods
Original: get|constructors , predicted 1st: get|constructors
Original: get|declared|constructor , predicted 1st: get|constructor
Original: get|constructor , predicted 1st: find
Original: is|abstract , predicted 1st: is|abstract
Original: is|interface , predicted 1st: is|interface
Original: is|primitive , predicted 1st: is|primitive
Original: is|enum , predicted 1st: is|enum
Original: is|array , predicted 1st: is|array
Original: is|member|class , predicted 1st: is|member|class
Original: is|static , predicted 1st: is|static
Original: is|annotation , predicted 1st: is|annotation
Original: get|component|type , predicted 1st: get|component|type
Original: get|array|length , predicted 1st: get|array|length
Original: get|array|element , predicted 1st: get|array
Original: set|array|element , predicted 1st: set|array|array
Original: get|enum|constants , predicted 1st: get|enum|constants
Original: get|declared|annotations , predicted 1st: get|annotations
Original: get|declared|annotation , predicted 1st: get|annotation
Original: to|string , predicted 1st: to|string
Original: get , predicted 1st: 
Original: get , predicted 1st: get|width
Original: get , predicted 1st: get|height
Original: get , predicted 1st: get|width
Original: get , predicted 1st: get|height
Original: get , predicted 1st: get|max|width
Original: get , predicted 1st: get|max|height
Original: percent|width , predicted 1st: get
Original: get , predicted 1st: get
Original: percent|height , predicted 1st: get
Original: get , predicted 1st: 
Original: percent|width , predicted 1st: get|float
Original: get , predicted 1st: get
Original: percent|height , predicted 1st: get|float
Original: get , predicted 1st: get
Original: test|to|string , predicted 1st: test
Original: test|from|string , predicted 1st: test
Original: create , predicted 1st: run
Original: render , predicted 1st: test
Original: encode , predicted 1st: get
Original: encode , predicted 1st: parse
Original: convert , predicted 1st: append
Original: create|world , predicted 1st: create|test
Original: is|higher , predicted 1st: is|equal
Original: is|higher|equal , predicted 1st: is|minor
Original: is|lower , predicted 1st: is|equal
Original: is|lower|equal , predicted 1st: is|minor
Original: render , predicted 1st: do|in
Original: render|normal , predicted 1st: start
Original: render|sprites , predicted 1st: 
Original: create , predicted 1st: run
Original: resize , predicted 1st: set|height
Original: key|down , predicted 1st: is
Original: key|typed , predicted 1st: is|char
Original: key|up , predicted 1st: is
Original: touch|down , predicted 1st: is
Original: touch|dragged , predicted 1st: is
Original: touch|up , predicted 1st: do
Original: mouse|moved , predicted 1st: is
Original: scrolled , predicted 1st: is
Original: create , predicted 1st: test|to|timestamp|to|millis
Original: render , predicted 1st: dispose|resources
Original: fail|test , predicted 1st: assert|test
Original: assert|absolute|equal , predicted 1st: test
Original: assert|epsilon|equal , predicted 1st: test
Original: process , predicted 1st: process|file
Original: process|file , predicted 1st: add|input
Original: compare , predicted 1st: compare
Original: merge , predicted 1st: read|settings
Original: process , predicted 1st: do|delete
Original: process|file , predicted 1st: delete|input
Original: process|dir , predicted 1st: get
Original: process|dir , predicted 1st: add|file|entry
Original: process|file , predicted 1st: add|file
Original: compare , predicted 1st: compare
Original: get|form|panel , predicted 1st: get|panel|panel
Original: initialize|components , predicted 1st: create|ui
Original: points|changed , predicted 1st: set
Original: state|changed , predicted 1st: set
Original: state|changed , predicted 1st: set
Original: state|changed , predicted 1st: set
Original: state|changed , predicted 1st: set
Original: action|performed , predicted 1st: action|performed
Original: action|performed , predicted 1st: action|performed
Original: action|performed , predicted 1st: update
Original: action|performed , predicted 1st: action|performed
Original: set|value , predicted 1st: set|value
Original: get|chart , predicted 1st: get
Original: create , predicted 1st: test
Original: performance|test , predicted 1st: test|json
Original: touch|down , predicted 1st: text|changed
Original: touch|dragged , predicted 1st: input
Original: touch|up , predicted 1st: set|up
Original: calculate|position|and|value , predicted 1st: 
Original: set|style , predicted 1st: set|style
Original: get|style , predicted 1st: get|style
Original: hit , predicted 1st: contains
Original: layout , predicted 1st: run
Original: draw , predicted 1st: paint
Original: get|pref|width , predicted 1st: get|min|width
Original: get|pref|height , predicted 1st: get|min|height
Original: is|touched , predicted 1st: is
Original: get|reset|on|touch|up , predicted 1st: is|reset|up
Original: set|reset|on|touch|up , predicted 1st: set|reset|reset
Original: set|deadzone , predicted 1st: set
Original: get|knob|x , predicted 1st: get|x
Original: get|knob|y , predicted 1st: get|y
Original: get|knob|percent|x , predicted 1st: get|x
Original: get|knob|percent|y , predicted 1st: get|y
Original: test , predicted 1st: equals
Original: encode , predicted 1st: write
Original: decode , predicted 1st: get
Original: decode , predicted 1st: decode
Original: cram , predicted 1st: set|char
Original: widen , predicted 1st: get|result
Original: trim , predicted 1st: get|data
Original: is|mip|map , predicted 1st: is
Original: get|gl|enum , predicted 1st: get|enum
Original: get|gl|enum , predicted 1st: get|enum
Original: load , predicted 1st: set|data
Original: reload , predicted 1st: load
Original: draw , predicted 1st: 
Original: get|width , predicted 1st: get|width
Original: get|height , predicted 1st: get|height
Original: get|depth , predicted 1st: get|icon|count
Original: get|texture|data , predicted 1st: get|data
Original: is|managed , predicted 1st: is|managed
Original: dispose , predicted 1st: delete
Original: add|managed|texture , predicted 1st: add
Original: clear|all|textures , predicted 1st: remove
Original: invalidate|all|textures , predicted 1st: get
Original: finished|loading , predicted 1st: set|reference|count
Original: set|asset|manager , predicted 1st: set|manager|manager
Original: get|managed|status , predicted 1st: get
Original: get|num|managed|textures , predicted 1st: get
Original: clear|report , predicted 1st: set|up
Original: set|hit|fraction , predicted 1st: set
Original: report|hit , predicted 1st: set
Original: set|from , predicted 1st: set
Original: set|to , predicted 1st: set
Original: dispose , predicted 1st: dispose
Original: create , predicted 1st: init
Original: render , predicted 1st: test
Original: tap , predicted 1st: 
Original: set|mesh , predicted 1st: set
Original: spawn|aux , predicted 1st: 
Original: copy , predicted 1st: create
Original: act , predicted 1st: set|visible
Original: is|visible , predicted 1st: is|visible
Original: set|visible , predicted 1st: set|visible
Original: create , predicted 1st: run
Original: changed , predicted 1st: on|change
Original: render , predicted 1st: run
Original: resize , predicted 1st: update
Original: dispose , predicted 1st: dispose|resources
Original: position , predicted 1st: get|attribute
Original: tex|coords , predicted 1st: get|attribute
Original: normal , predicted 1st: get|attribute
Original: color|packed , predicted 1st: get|attribute
Original: color|unpacked , predicted 1st: get|attribute
Original: tangent , predicted 1st: get|attribute
Original: binormal , predicted 1st: get|attribute
Original: bone|weight , predicted 1st: get
Original: equals , predicted 1st: equals
Original: equals , predicted 1st: equals
Original: get|key , predicted 1st: get|index
Original: hash|code , predicted 1st: hash|code
Original: create , predicted 1st: init
Original: render , predicted 1st: test
Original: set , predicted 1st: set
Original: set , predicted 1st: 
Original: set , predicted 1st: 
Original: cpy , predicted 1st: deep|copy
Original: len , predicted 1st: 
Original: len , predicted 1st: 
Original: to|string , predicted 1st: to|string
Original: set|euler|angles , predicted 1st: get
Original: set|euler|angles|rad , predicted 1st: float
Original: get|gimbal|pole , predicted 1st: get
Original: get|roll|rad , predicted 1st: 
Original: get|roll , predicted 1st: get
Original: get|pitch|rad , predicted 1st: 
Original: get|pitch , predicted 1st: get
Original: get|yaw|rad , predicted 1st: 
Original: get|yaw , predicted 1st: get
Original: len , predicted 1st: 
Original: len , predicted 1st: 
Original: nor , predicted 1st: 
Original: conjugate , predicted 1st: 
Original: transform , predicted 1st: 
Original: mul , predicted 1st: equals
Original: mul , predicted 1st: 
Original: mul|left , predicted 1st: do
Original: mul|left , predicted 1st: 
Original: add , predicted 1st: 
Original: add , predicted 1st: 
Original: to|matrix , predicted 1st: 
Original: idt , predicted 1st: get
Original: is|identity , predicted 1st: is
Original: is|identity , predicted 1st: is
Original: set|from|axis , predicted 1st: 
Original: set|from|axis|rad , predicted 1st: 
Original: set|from|axis , predicted 1st: 
Original: set|from|axis|rad , predicted 1st: 
Original: set|from|matrix , predicted 1st: normalize
Original: set|from|matrix , predicted 1st: set
Original: set|from|matrix , predicted 1st: 
Original: set|from|matrix , predicted 1st: set
Original: set|from|axes , predicted 1st: 
Original: set|from|axes , predicted 1st: 
Original: set|from|cross , predicted 1st: from
Original: set|from|cross , predicted 1st: 
Original: slerp , predicted 1st: 
Original: slerp , predicted 1st: 
Original: slerp , predicted 1st: 
Original: exp , predicted 1st: 
Original: hash|code , predicted 1st: hash|code
Original: equals , predicted 1st: equals
Original: dot , predicted 1st: float
Original: dot , predicted 1st: 
Original: dot , predicted 1st: 
Original: mul , predicted 1st: 
Original: get|axis|angle , predicted 1st: get
Original: get|axis|angle|rad , predicted 1st: 
Original: get|angle|rad , predicted 1st: 
Original: get|angle , predicted 1st: get
Original: get|swing|twist , predicted 1st: 
Original: get|swing|twist , predicted 1st: 
Original: get|angle|around|rad , predicted 1st: 
Original: get|angle|around|rad , predicted 1st: get
Original: get|angle|around , predicted 1st: get
Original: get|angle|around , predicted 1st: get
Original: initialize , predicted 1st: initialize
Original: letter|under|cursor , predicted 1st: get|line|lines
Original: set|pref|rows , predicted 1st: set|rows
Original: get|pref|height , predicted 1st: get|height
Original: get|lines , predicted 1st: get|line|end|line
Original: new|line|at|end , predicted 1st: enter|enter
Original: move|cursor|line , predicted 1st: cursor
Original: update|current|line , predicted 1st: advance
Original: show|cursor , predicted 1st: run
Original: calculate|current|line|index , predicted 1st: get|index
Original: size|changed , predicted 1st: run
Original: get|text|y , predicted 1st: get|y
Original: draw|selection , predicted 1st: 
Original: draw|text , predicted 1st: draw
Original: draw|cursor , predicted 1st: paint
Original: calculate|offsets , predicted 1st: run
Original: create|input|listener , predicted 1st: get|listener|listener
Original: set|selection , predicted 1st: set|selection
Original: move|cursor , predicted 1st: move
Original: continue|cursor , predicted 1st: cursor
Original: get|cursor|line , predicted 1st: get|line|cursor
Original: get|first|line|showing , predicted 1st: get|first|line
Original: get|lines|showing , predicted 1st: get|lines|lines
Original: set|cursor|position , predicted 1st: set|line|position
Original: key|down , predicted 1st: handle|text|changed
Original: key|typed , predicted 1st: typed|typed
Original: go|home , predicted 1st: set|cursor
Original: go|end , predicted 1st: set|cursor
Original: set , predicted 1st: 
Original: set , predicted 1st: set
Original: add|local , predicted 1st: 
Original: add , predicted 1st: 
Original: sub|local , predicted 1st: 
Original: sub , predicted 1st: 
Original: mul|local , predicted 1st: 
Original: mul , predicted 1st: 
Original: negate , predicted 1st: get
Original: negate|local , predicted 1st: 
Original: set|zero , predicted 1st: reset
Original: clone , predicted 1st: deep|copy
Original: to|string , predicted 1st: to|string
Original: hash|code , predicted 1st: hash|code
Original: equals , predicted 1st: equals
Original: dot , predicted 1st: 
Original: cross , predicted 1st: 
Original: cross|to|out , predicted 1st: 
Original: cross|to|out|unsafe , predicted 1st: 
Original: initialize|components , predicted 1st: test
Original: action|performed , predicted 1st: action|performed
Original: action|performed , predicted 1st: action|performed
Original: action|performed , predicted 1st: action|performed
Original: action|performed , predicted 1st: action|performed
Original: create , predicted 1st: set|up
Original: touch|down , predicted 1st: handle|input
Original: touch|down , predicted 1st: is|available
Original: touch|down , predicted 1st: is|available
Original: draw|debug , predicted 1st: set|renderer
Original: fill|group , predicted 1st: 
Original: render , predicted 1st: run
Original: touch|down , predicted 1st: 
Original: resize , predicted 1st: update
Original: dispose , predicted 1st: dispose|resources
Original: initialize , predicted 1st: set|active|active
Original: set|max|particle|count , predicted 1st: reset
Original: add|particle , predicted 1st: activate
Original: add|particles , predicted 1st: set|active|count
Original: update , predicted 1st: 
Original: draw , predicted 1st: 
Original: draw , predicted 1st: set
Original: start , predicted 1st: restart
Original: reset , predicted 1st: run
Original: restart , predicted 1st: update
Original: new|particle , predicted 1st: create
Original: activate|particle , predicted 1st: 
Original: update|particle , predicted 1st: 
Original: set|position , predicted 1st: 
Original: set|sprite , predicted 1st: set
Original: allow|completion , predicted 1st: init|completion
Original: get|sprite , predicted 1st: get
Original: get|name , predicted 1st: get|name
Original: set|name , predicted 1st: set|name
Original: get|life , predicted 1st: get|value
Original: get|scale , predicted 1st: get|scale
Original: get|rotation , predicted 1st: get|value
